utc,date,time,direction,max_speed (Knots),gust (Knots),wind_speed (Knots)
2014-12-14T23:00:00,15/12/2014,01:00,90,7.6,19.2,5.8
2014-12-15T00:00:00,15/12/2014,02:00,157,7,19.2,5.3
2014-12-15T01:00:00,15/12/2014,03:00,135,9.1,19.2,6.4
2014-12-15T02:00:00,15/12/2014,04:00,157,7.8,19.2,5.5
2014-12-15T03:00:00,15/12/2014,05:00,135,7,19.2,4.9
2014-12-15T04:00:00,15/12/2014,06:00,157,9.1,19.2,6.8
2014-12-15T05:00:00,15/12/2014,07:00,112,11.1,19.2,8.1
2014-12-15T06:00:00,15/12/2014,08:00,180,11.1,19.2,8
2014-12-15T07:00:00,15/12/2014,09:00,112,13.2,19.2,8.6
2014-12-15T08:00:00,15/12/2014,10:00,90,13.4,19.2,8.8
2014-12-15T09:00:00,15/12/2014,11:00,90,13.6,19.2,10.3
2014-12-15T10:00:00,15/12/2014,12:00,135,15.4,20.4,11.6
2014-12-15T11:00:00,15/12/2014,13:00,135,16.9,22.5,14.6
2014-12-15T12:00:00,15/12/2014,14:00,90,16.7,21,13.6
2014-12-15T13:00:00,15/12/2014,15:00,67,15.4,20.2,12.6
2014-12-15T14:00:00,15/12/2014,16:00,45,14.8,22.5,12.4
2014-12-15T15:00:00,15/12/2014,17:00,90,11.3,19.2,9
2014-12-15T16:00:00,15/12/2014,18:00,202,11.9,19.2,8.2
2014-12-15T17:00:00,15/12/2014,19:00,157,14.6,19.2,10.1
2014-12-15T18:00:00,15/12/2014,20:00,157,14,21.8,9.8
2014-12-15T19:00:00,15/12/2014,21:00,157,19.6,22.2,13.9
2014-12-15T20:00:00,15/12/2014,22:00,135,16.3,21.4,10.4
2014-12-15T21:00:00,15/12/2014,23:00,157,12.4,19.2,10.4
2014-12-15T22:00:00,16/12/2014,00:00,180,18.5,22.2,13.5
2014-12-15T23:00:00,16/12/2014,01:00,180,16.7,23.5,13.8
2014-12-16T00:00:00,16/12/2014,02:00,157,16.1,19.8,13.7
2014-12-16T01:00:00,16/12/2014,03:00,180,18.5,20.4,13.1
2014-12-16T02:00:00,16/12/2014,04:00,112,16.1,23.9,13.3
2014-12-16T03:00:00,16/12/2014,05:00,157,14,25.1,10.1
2014-12-16T04:00:00,16/12/2014,06:00,157,17.3,19.8,11.8
2014-12-16T05:00:00,16/12/2014,07:00,135,14.2,20.4,9.1
2014-12-16T06:00:00,16/12/2014,08:00,202,15.7,19.2,11.1
2014-12-16T07:00:00,16/12/2014,09:00,157,11.5,19.2,8.3
2014-12-16T08:00:00,16/12/2014,10:00,135,16.3,21,12.3
2014-12-16T09:00:00,16/12/2014,11:00,157,14.6,20,11.4
2014-12-16T10:00:00,16/12/2014,12:00,135,14.2,19.2,9.6
2014-12-16T11:00:00,16/12/2014,13:00,135,12.1,19.2,8.3
2014-12-16T12:00:00,16/12/2014,14:00,90,14.2,19.2,12.6
2014-12-16T13:00:00,16/12/2014,15:00,90,16.7,19.2,12.6
2014-12-16T14:00:00,16/12/2014,16:00,112,14,19.2,10.8
2014-12-16T15:00:00,16/12/2014,17:00,90,13.4,19.2,10
2014-12-16T16:00:00,16/12/2014,18:00,90,17.7,22.4,12.5
2014-12-16T17:00:00,16/12/2014,19:00,90,16.1,22.9,12.8
2014-12-16T18:00:00,16/12/2014,20:00,157,13.4,19.2,10.2
2014-12-16T19:00:00,16/12/2014,21:00,135,14.2,19.2,8.3
2014-12-16T20:00:00,16/12/2014,22:00,180,16.3,22.2,11.5
2014-12-16T21:00:00,16/12/2014,23:00,202,20.2,20.6,14.8
2014-12-16T22:00:00,17/12/2014,00:00,157,18.3,23.5,15.9
2014-12-16T23:00:00,17/12/2014,01:00,90,15.4,19.2,9.2
2014-12-17T00:00:00,17/12/2014,02:00,180,12.8,22.5,9.8
2014-12-17T01:00:00,17/12/2014,03:00,202,12.1,19.2,8.6
2014-12-17T02:00:00,17/12/2014,04:00,90,15,19.2,11.6
2014-12-17T03:00:00,17/12/2014,05:00,157,16.5,19.8,13.5
2014-12-17T04:00:00,17/12/2014,06:00,90,16.9,20.4,12.9
2014-12-17T05:00:00,17/12/2014,07:00,90,17.3,20.2,12.7
2014-12-17T06:00:00,17/12/2014,08:00,112,17.1,19.2,13.1
2014-12-17T07:00:00,17/12/2014,09:00,135,13.2,19.2,9.6
2014-12-17T08:00:00,17/12/2014,10:00,112,14,19.2,10.7
2014-12-17T09:00:00,17/12/2014,11:00,90,14.8,19.2,12.6
2014-12-17T10:00:00,17/12/2014,12:00,90,15.4,19.2,13.2
2014-12-17T11:00:00,17/12/2014,13:00,90,13.4,19.2,11.4
2014-12-17T12:00:00,17/12/2014,14:00,90,16.1,19.2,13.5
2014-12-17T13:00:00,17/12/2014,15:00,135,14.4,19.2,10
2014-12-17T14:00:00,17/12/2014,16:00,90,11.5,19.2,8.6
2014-12-17T15:00:00,17/12/2014,17:00,112,12.1,19.2,7.6
2014-12-17T16:00:00,17/12/2014,18:00,90,10.5,19.2,8.5
2014-12-17T17:00:00,17/12/2014,19:00,0,5.6,11.5,3.2
2014-12-17T18:00:00,17/12/2014,20:00,90,3.5,11.5,1.7
2014-12-17T19:00:00,17/12/2014,21:00,135,6.2,11.5,2.5
2014-12-17T20:00:00,17/12/2014,22:00,135,4.7,11.5,2.1
2014-12-17T21:00:00,17/12/2014,23:00,247,4.9,11.5,2.4
2014-12-17T22:00:00,18/12/2014,00:00,202,3.9,11.5,1.5
2014-12-17T23:00:00,18/12/2014,01:00,157,2.5,11.5,0.5
2014-12-18T00:00:00,18/12/2014,02:00,202,2.7,11.5,0.6
2014-12-18T01:00:00,18/12/2014,03:00,135,3.7,11.5,0.4
2014-12-18T02:00:00,18/12/2014,04:00,112,0,11.5,0
2014-12-18T03:00:00,18/12/2014,05:00,180,2.5,11.5,0.4
2014-12-18T04:00:00,18/12/2014,06:00,90,3.3,11.5,1.4
2014-12-18T05:00:00,18/12/2014,07:00,90,6.8,11.5,4.4
2014-12-18T06:00:00,18/12/2014,08:00,90,8.9,11.5,6.6
2014-12-18T07:00:00,18/12/2014,09:00,112,9.3,11.5,6.1
2014-12-18T08:00:00,18/12/2014,10:00,90,9.9,12.8,7.3
2014-12-18T09:00:00,18/12/2014,11:00,247,9.9,12.6,7.3
2014-12-18T10:00:00,18/12/2014,12:00,202,7.6,11.5,5.4
2014-12-18T11:00:00,18/12/2014,13:00,157,8.7,11.5,4.7
2014-12-18T12:00:00,18/12/2014,14:00,180,7.4,11.5,5.5
2014-12-18T13:00:00,18/12/2014,15:00,270,8.6,11.5,6.5
2014-12-18T14:00:00,18/12/2014,16:00,225,9.5,11.5,6.8
2014-12-18T15:00:00,18/12/2014,17:00,202,9.1,11.5,6.6
2014-12-18T16:00:00,18/12/2014,18:00,247,6.4,11.5,4.6
2014-12-18T17:00:00,18/12/2014,19:00,315,5.6,11.5,3.3
2014-12-18T18:00:00,18/12/2014,20:00,135,4.3,11.5,1.2
2014-12-18T19:00:00,18/12/2014,21:00,157,4.1,11.5,2.4
2014-12-18T20:00:00,18/12/2014,22:00,157,5.4,11.5,1.1
2014-12-18T21:00:00,18/12/2014,23:00,67,3.7,11.5,0.8
2014-12-18T22:00:00,19/12/2014,00:00,90,2.3,11.5,0.1
2014-12-18T23:00:00,19/12/2014,01:00,112,5.6,11.5,1.2
2014-12-19T00:00:00,19/12/2014,02:00,270,2.7,11.5,0.7
2014-12-19T01:00:00,19/12/2014,03:00,202,3.3,11.5,1.7
2014-12-19T02:00:00,19/12/2014,04:00,67,2.5,11.5,0.7
2014-12-19T03:00:00,19/12/2014,05:00,247,2.9,11.5,1
2014-12-19T04:00:00,19/12/2014,06:00,247,2.9,11.5,0.8
2014-12-19T05:00:00,19/12/2014,07:00,90,5.6,11.5,2.5
2014-12-19T06:00:00,19/12/2014,08:00,135,9.1,11.5,5.5
2014-12-19T07:00:00,19/12/2014,09:00,90,9.5,11.5,6.4
2014-12-19T08:00:00,19/12/2014,10:00,112,8.4,11.5,5.7
2014-12-19T09:00:00,19/12/2014,11:00,270,6.6,11.5,3.5
2014-12-19T10:00:00,19/12/2014,12:00,247,6.8,11.5,5.4
2014-12-19T11:00:00,19/12/2014,13:00,247,10.5,11.5,6.4
2014-12-19T12:00:00,19/12/2014,14:00,292,11.1,13.8,7.6
2014-12-19T13:00:00,19/12/2014,15:00,292,11.1,11.5,7.7
2014-12-19T14:00:00,19/12/2014,16:00,315,10.5,11.5,7.3
2014-12-19T15:00:00,19/12/2014,17:00,270,9.5,11.5,6.5
2014-12-19T16:00:00,19/12/2014,18:00,247,7.6,11.5,5.6
2014-12-19T17:00:00,19/12/2014,19:00,270,6.2,11.5,4.3
2014-12-19T18:00:00,19/12/2014,20:00,270,5.1,11.5,2.9
2014-12-19T19:00:00,19/12/2014,21:00,22,1.4,11.5,0.1
2014-12-19T20:00:00,19/12/2014,22:00,337,0,11.5,0
2014-12-19T21:00:00,19/12/2014,23:00,337,0,11.5,0
2014-12-19T22:00:00,20/12/2014,00:00,157,0,11.5,0
2014-12-19T23:00:00,20/12/2014,01:00,292,2.7,11.5,0.7
2014-12-20T00:00:00,20/12/2014,02:00,337,1.2,11.5,0.2
2014-12-20T01:00:00,20/12/2014,03:00,337,0,11.5,0
2014-12-20T02:00:00,20/12/2014,04:00,315,3.9,11.5,1
2014-12-20T03:00:00,20/12/2014,05:00,292,1.7,11.5,0.2
2014-12-20T04:00:00,20/12/2014,06:00,247,3.7,11.5,1
2014-12-20T05:00:00,20/12/2014,07:00,337,2.9,11.5,1.7
2014-12-20T06:00:00,20/12/2014,08:00,292,4.1,11.5,1.7
2014-12-20T07:00:00,20/12/2014,09:00,337,5.2,11.5,3.4
2014-12-20T08:00:00,20/12/2014,10:00,315,7.6,11.5,4.8
2014-12-20T09:00:00,20/12/2014,11:00,225,8.2,11.5,5.2
2014-12-20T10:00:00,20/12/2014,12:00,292,8.4,11.5,5.5
2014-12-20T11:00:00,20/12/2014,13:00,247,8.6,11.5,5.8
2014-12-20T12:00:00,20/12/2014,14:00,315,9.5,11.5,6.1
2014-12-20T13:00:00,20/12/2014,15:00,337,8.7,11.5,6.9
2014-12-20T14:00:00,20/12/2014,16:00,292,10.9,13.8,7.4
2014-12-20T15:00:00,20/12/2014,17:00,247,9.3,12.8,5.6
2014-12-20T16:00:00,20/12/2014,18:00,292,8.2,11.5,5.3
2014-12-20T17:00:00,20/12/2014,19:00,270,6.2,11.5,3.3
2014-12-20T18:00:00,20/12/2014,20:00,292,5.4,11.5,2.3
2014-12-20T19:00:00,20/12/2014,21:00,112,2.3,11.5,0.5
2014-12-20T20:00:00,20/12/2014,22:00,202,1.2,11.5,0.1
2014-12-20T21:00:00,20/12/2014,23:00,180,1,11.5,0.2
2014-12-20T22:00:00,21/12/2014,00:00,90,0.8,11.5,0
2014-12-20T23:00:00,21/12/2014,01:00,135,2.1,11.5,0.4
2014-12-21T00:00:00,21/12/2014,02:00,157,3.1,11.5,0.7
2014-12-21T01:00:00,21/12/2014,03:00,292,2.1,11.5,0.4
2014-12-21T02:00:00,21/12/2014,04:00,0,0.8,11.5,0.1
2014-12-21T03:00:00,21/12/2014,05:00,337,1.4,11.5,0.3
2014-12-21T04:00:00,21/12/2014,06:00,292,1,11.5,0.2
2014-12-21T05:00:00,21/12/2014,07:00,315,6.2,11.5,2.8
2014-12-21T06:00:00,21/12/2014,08:00,337,7.8,11.5,5.2
2014-12-21T07:00:00,21/12/2014,09:00,315,9.3,11.5,6.9
2014-12-21T08:00:00,21/12/2014,10:00,292,10.7,12.8,8.2
2014-12-21T09:00:00,21/12/2014,11:00,292,10.9,13.4,8.2
2014-12-21T10:00:00,21/12/2014,12:00,292,11.3,13.8,8.7
2014-12-21T11:00:00,21/12/2014,13:00,315,9.9,11.5,8.2
2014-12-21T12:00:00,21/12/2014,14:00,292,10.9,15.4,8.1
2014-12-21T13:00:00,21/12/2014,15:00,292,10.3,11.9,7
2014-12-21T14:00:00,21/12/2014,16:00,292,9.3,12.8,7.5
2014-12-21T15:00:00,21/12/2014,17:00,270,8.9,11.5,6.9
2014-12-21T16:00:00,21/12/2014,18:00,337,7.6,11.5,5.6
2014-12-21T17:00:00,21/12/2014,19:00,315,6.8,11.5,3.3
2014-12-21T18:00:00,21/12/2014,20:00,337,2.1,11.5,1.1
2014-12-21T19:00:00,21/12/2014,21:00,247,3.7,11.5,1.4
2014-12-21T20:00:00,21/12/2014,22:00,67,1.4,11.5,0.1
2014-12-21T21:00:00,21/12/2014,23:00,45,0,11.5,0
2014-12-21T22:00:00,22/12/2014,00:00,135,1,11.5,0.1
2014-12-21T23:00:00,22/12/2014,01:00,90,0,11.5,0
2014-12-22T00:00:00,22/12/2014,02:00,90,0,11.5,0
2014-12-22T01:00:00,22/12/2014,03:00,22,2.3,11.5,0.5
2014-12-22T02:00:00,22/12/2014,04:00,22,2.1,11.5,0.3
2014-12-22T03:00:00,22/12/2014,05:00,202,1.7,11.5,0.2
2014-12-22T04:00:00,22/12/2014,06:00,67,3.3,11.5,1
2014-12-22T05:00:00,22/12/2014,07:00,67,1.9,11.5,0.2
2014-12-22T06:00:00,22/12/2014,08:00,270,5.4,11.5,2.5
2014-12-22T07:00:00,22/12/2014,09:00,315,6.6,11.5,3.7
2014-12-22T08:00:00,22/12/2014,10:00,270,8.9,11.5,6.1
2014-12-22T09:00:00,22/12/2014,11:00,337,8.2,11.5,6.4
2014-12-22T10:00:00,22/12/2014,12:00,292,9.3,12.2,7.4
2014-12-22T11:00:00,22/12/2014,13:00,0,10.7,12.8,8.3
2014-12-22T12:00:00,22/12/2014,14:00,292,11.1,11.5,8
2014-12-22T13:00:00,22/12/2014,15:00,315,11.7,15,7.9
2014-12-22T14:00:00,22/12/2014,16:00,292,8.9,11.5,6.3
2014-12-22T15:00:00,22/12/2014,17:00,247,8.7,11.5,5.5
2014-12-22T16:00:00,22/12/2014,18:00,292,6.4,11.5,4.8
2014-12-22T17:00:00,22/12/2014,19:00,247,6.8,11.5,4.9
2014-12-22T18:00:00,22/12/2014,20:00,315,4.9,11.5,3.2
2014-12-22T19:00:00,22/12/2014,21:00,292,4.9,11.5,3.6
2014-12-22T20:00:00,22/12/2014,22:00,337,6.2,11.5,3.7
2014-12-22T21:00:00,22/12/2014,23:00,292,3.7,11.5,1.7
2014-12-22T22:00:00,23/12/2014,00:00,202,3.7,11.5,1
2014-12-22T23:00:00,23/12/2014,01:00,180,2.7,11.5,0.6
2014-12-23T00:00:00,23/12/2014,02:00,22,2.1,11.5,0.4
2014-12-23T01:00:00,23/12/2014,03:00,0,0,11.5,0
2014-12-23T02:00:00,23/12/2014,04:00,337,0,11.5,0
2014-12-23T03:00:00,23/12/2014,05:00,270,1.2,11.5,0.1
2014-12-23T04:00:00,23/12/2014,06:00,315,1.9,11.5,0.8
2014-12-23T05:00:00,23/12/2014,07:00,315,6.4,11.5,3.6
2014-12-23T06:00:00,23/12/2014,08:00,292,7.4,11.5,5.6
2014-12-23T07:00:00,23/12/2014,09:00,337,8,11.5,5.9
2014-12-23T08:00:00,23/12/2014,10:00,315,10.3,11.5,7.6
2014-12-23T09:00:00,23/12/2014,11:00,292,12.1,12.8,8.9
2014-12-23T10:00:00,23/12/2014,12:00,315,13.6,16.9,10.4
2014-12-23T11:00:00,23/12/2014,13:00,292,11.1,14.6,9.2
2014-12-23T12:00:00,23/12/2014,14:00,292,14.2,15.4,10.7
2014-12-23T13:00:00,23/12/2014,15:00,337,11.3,12.8,9.8
2014-12-23T14:00:00,23/12/2014,16:00,315,11.1,13.4,8.8
2014-12-23T15:00:00,23/12/2014,17:00,315,9.5,13.6,7.7
2014-12-23T16:00:00,23/12/2014,18:00,315,9.1,11.5,7.5
2014-12-23T17:00:00,23/12/2014,19:00,337,8.4,11.7,6.7
2014-12-23T18:00:00,23/12/2014,20:00,292,7,11.5,5
2014-12-23T19:00:00,23/12/2014,21:00,315,4.7,11.5,3.4
2014-12-23T20:00:00,23/12/2014,22:00,315,4.7,11.5,2.7
2014-12-23T21:00:00,23/12/2014,23:00,22,2.7,11.5,1.2
2014-12-23T22:00:00,24/12/2014,00:00,270,1,11.5,0.2
2014-12-23T23:00:00,24/12/2014,01:00,0,0,11.5,0
2014-12-24T00:00:00,24/12/2014,02:00,202,0,11.5,0
2014-12-24T01:00:00,24/12/2014,03:00,247,0,11.5,0
2014-12-24T02:00:00,24/12/2014,04:00,225,0,11.5,0
2014-12-24T03:00:00,24/12/2014,05:00,45,0,11.5,0
2014-12-24T04:00:00,24/12/2014,06:00,337,1.4,11.5,0.1
2014-12-24T05:00:00,24/12/2014,07:00,315,5.2,11.5,2.3
2014-12-24T06:00:00,24/12/2014,08:00,315,6,11.5,4.3
2014-12-24T07:00:00,24/12/2014,09:00,22,7.6,11.5,5
2014-12-24T08:00:00,24/12/2014,10:00,247,9.3,11.5,5.7
2014-12-24T09:00:00,24/12/2014,11:00,315,11.1,14.2,8.6
2014-12-24T10:00:00,24/12/2014,12:00,292,12.4,13.4,8.1
2014-12-24T11:00:00,24/12/2014,13:00,337,12.8,14.8,9.8
2014-12-24T12:00:00,24/12/2014,14:00,315,11.5,15.2,9.9
2014-12-24T13:00:00,24/12/2014,15:00,337,11.3,14,9.2
2014-12-24T14:00:00,24/12/2014,16:00,292,10.5,11.9,8.5
2014-12-24T15:00:00,24/12/2014,17:00,292,11.5,13.2,8.7
2014-12-24T16:00:00,24/12/2014,18:00,337,11.9,11.9,8.5
2014-12-24T17:00:00,24/12/2014,19:00,337,8.6,11.5,6.6
2014-12-24T18:00:00,24/12/2014,20:00,315,8,11.5,6.8
2014-12-24T19:00:00,24/12/2014,21:00,292,8.6,11.5,6.2
2014-12-24T20:00:00,24/12/2014,22:00,292,7.6,11.5,5.5
2014-12-24T21:00:00,24/12/2014,23:00,337,8.9,11.5,4.9
2014-12-24T22:00:00,25/12/2014,00:00,315,8.9,11.5,7.4
2014-12-24T23:00:00,25/12/2014,01:00,270,9.3,11.9,6.1
2014-12-25T00:00:00,25/12/2014,02:00,337,7.8,11.5,5.3
2014-12-25T01:00:00,25/12/2014,03:00,315,7.8,11.5,5.7
2014-12-25T02:00:00,25/12/2014,04:00,337,10.5,14.4,5.9
2014-12-25T03:00:00,25/12/2014,05:00,337,10.3,11.7,6.5
2014-12-25T04:00:00,25/12/2014,06:00,0,11.5,11.7,8.7
2014-12-25T05:00:00,25/12/2014,07:00,337,10.5,12.6,6.5
2014-12-25T06:00:00,25/12/2014,08:00,337,14.2,12.8,7.7
2014-12-25T07:00:00,25/12/2014,09:00,0,10.9,11.9,7.2
2014-12-25T08:00:00,25/12/2014,10:00,0,14,22.2,8.3
2014-12-25T09:00:00,25/12/2014,11:00,315,17.3,19.6,12.2
2014-12-25T10:00:00,25/12/2014,12:00,315,14.6,17.7,10.4
2014-12-25T11:00:00,25/12/2014,13:00,315,16.3,15.2,10.3
2014-12-25T12:00:00,25/12/2014,14:00,337,13.4,19.6,10.5
2014-12-25T13:00:00,25/12/2014,15:00,292,14,15.4,9.6
2014-12-25T14:00:00,25/12/2014,16:00,22,11.3,11.5,3.6
2014-12-25T15:00:00,25/12/2014,17:00,45,3.3,11.5,1.1
2014-12-25T16:00:00,25/12/2014,18:00,0,3.7,11.5,1.2
2014-12-25T17:00:00,25/12/2014,19:00,270,2.1,11.5,0.5
2014-12-25T18:00:00,25/12/2014,20:00,157,2.7,11.5,0.3
2014-12-25T19:00:00,25/12/2014,21:00,90,0,11.5,0
2014-12-25T20:00:00,25/12/2014,22:00,180,0,11.5,0
2014-12-25T21:00:00,25/12/2014,23:00,270,0,11.5,0
2014-12-25T22:00:00,26/12/2014,00:00,112,2.3,11.5,0.2
2014-12-25T23:00:00,26/12/2014,01:00,157,0,11.5,0
2014-12-26T00:00:00,26/12/2014,02:00,180,5.1,11.5,1.8
2014-12-26T01:00:00,26/12/2014,03:00,202,3.5,11.5,1.8
2014-12-26T02:00:00,26/12/2014,04:00,202,3.7,11.5,2.5
2014-12-26T03:00:00,26/12/2014,05:00,180,4.1,11.5,2.7
2014-12-26T04:00:00,26/12/2014,06:00,157,3.5,11.5,1.2
2014-12-26T05:00:00,26/12/2014,07:00,90,6.6,11.5,3.6
2014-12-26T06:00:00,26/12/2014,08:00,157,6.8,11.5,5
2014-12-26T07:00:00,26/12/2014,09:00,202,7.6,11.5,5.7
2014-12-26T08:00:00,26/12/2014,10:00,180,8.6,11.5,6.3
2014-12-26T09:00:00,26/12/2014,11:00,157,12.1,13.2,8.8
2014-12-26T10:00:00,26/12/2014,12:00,112,12.4,15.7,8.7
2014-12-26T11:00:00,26/12/2014,13:00,135,12.2,15.4,8.5
2014-12-26T12:00:00,26/12/2014,14:00,90,13.8,15.7,10.1
2014-12-26T13:00:00,26/12/2014,15:00,202,13.6,18.3,9.6
2014-12-26T14:00:00,26/12/2014,16:00,112,13.8,15.7,9.6
2014-12-26T15:00:00,26/12/2014,17:00,67,12.6,13.4,9.8
2014-12-26T16:00:00,26/12/2014,18:00,180,13.8,14.8,10.4
2014-12-26T17:00:00,26/12/2014,19:00,90,15,17.3,9.6
2014-12-26T18:00:00,26/12/2014,20:00,90,10.9,22.4,8.9
2014-12-26T19:00:00,26/12/2014,21:00,135,19.2,19,11.4
2014-12-26T20:00:00,26/12/2014,22:00,157,12.2,21.8,9.9
2014-12-26T21:00:00,26/12/2014,23:00,157,13.8,22.7,11
2014-12-26T22:00:00,27/12/2014,00:00,135,15.4,22.9,11
2014-12-26T23:00:00,27/12/2014,01:00,90,13.2,20.8,9.4
2014-12-27T00:00:00,27/12/2014,02:00,135,9.9,13.2,7.2
2014-12-27T01:00:00,27/12/2014,03:00,180,14.2,19.2,9.6
2014-12-27T02:00:00,27/12/2014,04:00,180,14.2,16.5,8.7
2014-12-27T03:00:00,27/12/2014,05:00,180,14.8,22.2,11.3
2014-12-27T04:00:00,27/12/2014,06:00,112,14.2,19.4,9.7
2014-12-27T05:00:00,27/12/2014,07:00,135,14.4,20.2,9.8
2014-12-27T06:00:00,27/12/2014,08:00,0,16.9,20.2,11
2014-12-27T07:00:00,27/12/2014,09:00,180,17.5,23.5,11.5
2014-12-27T08:00:00,27/12/2014,10:00,157,18.1,19.6,11.3
2014-12-27T09:00:00,27/12/2014,11:00,157,14.4,24.1,10.5
2014-12-27T10:00:00,27/12/2014,12:00,90,14.8,19,10.5
2014-12-27T11:00:00,27/12/2014,13:00,90,13.2,16.9,10.1
2014-12-27T12:00:00,27/12/2014,14:00,90,13.2,22.4,10
2014-12-27T13:00:00,27/12/2014,15:00,135,13.4,19,10.1
2014-12-27T14:00:00,27/12/2014,16:00,135,14.4,19,10.2
2014-12-27T15:00:00,27/12/2014,17:00,67,12.4,14.6,9.7
2014-12-27T16:00:00,27/12/2014,18:00,135,13.6,20.4,9.2
2014-12-27T17:00:00,27/12/2014,19:00,157,12.8,14.4,9.7
2014-12-27T18:00:00,27/12/2014,20:00,45,11.9,15.7,8.9
2014-12-27T19:00:00,27/12/2014,21:00,90,13.8,19.8,8.8
2014-12-27T20:00:00,27/12/2014,22:00,180,15.2,20.4,10.8
2014-12-27T21:00:00,27/12/2014,23:00,157,15.4,21.2,11.4
2014-12-27T22:00:00,28/12/2014,00:00,180,13.2,16.7,9.2
2014-12-27T23:00:00,28/12/2014,01:00,157,12.8,15,9.6
2014-12-28T00:00:00,28/12/2014,02:00,157,10.9,15.7,8.5
2014-12-28T01:00:00,28/12/2014,03:00,135,15,15.4,8.6
2014-12-28T02:00:00,28/12/2014,04:00,180,12.6,14.6,9.6
2014-12-28T03:00:00,28/12/2014,05:00,135,11.9,14.8,7.3
2014-12-28T04:00:00,28/12/2014,06:00,180,9.3,14,5.9
2014-12-28T05:00:00,28/12/2014,07:00,135,13.4,16.7,9.7
2014-12-28T06:00:00,28/12/2014,08:00,135,13.8,15.2,10.1
2014-12-28T07:00:00,28/12/2014,09:00,135,13.4,17.7,11.6
2014-12-28T08:00:00,28/12/2014,10:00,180,14.8,20.2,11.7
2014-12-28T09:00:00,28/12/2014,11:00,135,16.1,21.2,13.5
2014-12-28T10:00:00,28/12/2014,12:00,157,16.3,17.9,14
2014-12-28T11:00:00,28/12/2014,13:00,135,17.3,23.1,15.4
2014-12-28T12:00:00,28/12/2014,14:00,157,17.3,23.1,14.9
2014-12-28T13:00:00,28/12/2014,15:00,135,20.4,25.9,14.7
2014-12-28T14:00:00,28/12/2014,16:00,157,17.1,22.5,13.2
2014-12-28T15:00:00,28/12/2014,17:00,157,18.7,19.8,13.6
2014-12-28T16:00:00,28/12/2014,18:00,157,19.2,27,14.7
2014-12-28T17:00:00,28/12/2014,19:00,157,17.9,26.8,12.7
2014-12-28T18:00:00,28/12/2014,20:00,135,21.2,29,14.3
2014-12-28T19:00:00,28/12/2014,21:00,157,19.4,29.7,13.1
2014-12-28T20:00:00,28/12/2014,22:00,90,16.3,16.9,10.6
2014-12-28T21:00:00,28/12/2014,23:00,157,16.5,19.8,13.7
2014-12-28T22:00:00,29/12/2014,00:00,157,17.9,23.3,12.3
2014-12-28T23:00:00,29/12/2014,01:00,157,17.1,21.8,12.6
2014-12-29T00:00:00,29/12/2014,02:00,157,16.3,22.9,13
2014-12-29T01:00:00,29/12/2014,03:00,157,16.7,20.4,13.1
2014-12-29T02:00:00,29/12/2014,04:00,157,14,19.2,11.6
2014-12-29T03:00:00,29/12/2014,05:00,157,14.2,21,9.8
2014-12-29T04:00:00,29/12/2014,06:00,180,13.2,17.1,10.7
2014-12-29T05:00:00,29/12/2014,07:00,157,14.8,17.3,10.1
2014-12-29T06:00:00,29/12/2014,08:00,135,13.8,17.7,11
2014-12-29T07:00:00,29/12/2014,09:00,157,13.2,15,9.5
2014-12-29T08:00:00,29/12/2014,10:00,135,13.2,15,9.1
2014-12-29T09:00:00,29/12/2014,11:00,180,12.2,16.9,8.8
2014-12-29T10:00:00,29/12/2014,12:00,180,13.6,14.2,8.6
2014-12-29T11:00:00,29/12/2014,13:00,180,16.1,19.6,10.9
2014-12-29T12:00:00,29/12/2014,14:00,135,15,19.8,10.7
2014-12-29T13:00:00,29/12/2014,15:00,180,18.3,23.9,12.9
2014-12-29T14:00:00,29/12/2014,16:00,135,14.6,22.5,12.1
2014-12-29T15:00:00,29/12/2014,17:00,135,20.2,25.1,14.8
2014-12-29T16:00:00,29/12/2014,18:00,157,21.8,27.8,18.6
2014-12-29T17:00:00,29/12/2014,19:00,157,20,27.6,15
2014-12-29T18:00:00,29/12/2014,20:00,90,19.4,24.9,14.4
2014-12-29T19:00:00,29/12/2014,21:00,180,17.7,19.2,12.5
2014-12-29T20:00:00,29/12/2014,22:00,180,16.9,23.5,13.2
2014-12-29T21:00:00,29/12/2014,23:00,135,14.4,22.5,11.7
2014-12-29T22:00:00,30/12/2014,00:00,180,14,20,11.6
2014-12-29T23:00:00,30/12/2014,01:00,180,16.7,22,12.7
2014-12-30T00:00:00,30/12/2014,02:00,180,15.4,19.6,12.2
2014-12-30T01:00:00,30/12/2014,03:00,157,15.7,21,11
2014-12-30T02:00:00,30/12/2014,04:00,135,16.9,19.4,13.3
2014-12-30T03:00:00,30/12/2014,05:00,157,20.2,22.4,15.3
2014-12-30T04:00:00,30/12/2014,06:00,157,19.6,21,14.4
2014-12-30T05:00:00,30/12/2014,07:00,157,22.7,26,16.6
2014-12-30T06:00:00,30/12/2014,08:00,157,18.3,26,15.7
2014-12-30T07:00:00,30/12/2014,09:00,157,19.4,21.8,15.3
2014-12-30T08:00:00,30/12/2014,10:00,157,18.5,23.9,14.1
2014-12-30T09:00:00,30/12/2014,11:00,157,19,24.7,16.4
2014-12-30T10:00:00,30/12/2014,12:00,157,20.4,27,16.3
2014-12-30T11:00:00,30/12/2014,13:00,157,22.9,23.9,15.6
